,intrinsic_score
POLR3D,0.999997297
CTSG,0.999997295
INTS11,0.999997294
MAPKAPK5-AS1,0.999997292
APOE,0.999997289
BTN3A3,0.999997287
HTRA2,0.999997285
IGIP,0.999997283
CARD6,0.999997282
RPS28P8,0.999997282
WDR55,0.999997272
CBX1,0.999997271
AC092155.2,0.99999727
EIF4A2P4,0.999997269
PLEC,0.999997266
EXOSC6,0.999997258
STAT2,0.999997256
ERH,0.999997249
NRN1,0.999997247
ATF5,0.999997245
VAMP5,0.999997245
TUSC2,0.999997243
APOL2,0.999997242
GABARAPL1,0.999997237
NAMPTP1,0.999997234
PDZD11,0.999997232
DHX16,0.999997222
ZNF106,0.999997221
DDX39A,0.999997219
RPL23AP3,0.999997218
COX7A1,0.999997215
HSPD1,0.999997212
TCP11L2,0.99999721
ZSWIM1,0.999997209
TSPO,0.999997208
GRWD1,0.999997207
RWDD1,0.999997205
SNRPG,0.999997202
B3GALT6,0.999997197
FAM96A,0.999997195
MVP,0.99999719
CREB3,0.999997186
TXLNA,0.999997183
FES,0.999997181
RANBP6,0.999997178
PYGO2,0.999997176
MRGBP,0.999997173
EHMT2,0.999997172
MAP2K2,0.999997168
CLPP,0.999997165
RPP25,0.999997163
FAM107A,0.999997162
LCK,0.999997158
IGKV1-8,0.999997155
HIST1H1A,0.999997154
RGP1,0.999997152
TESK1,0.999997152
MCRS1,0.99999715
ALAD,0.999997144
PRAM1,0.999997143
FGD2,0.999997143
PPP1CC,0.999997143
MAF,0.999997142
IGHG3,0.999997139
COMMD3,0.999997136
LSM4,0.999997136
IFRD2,0.999997133
SMARCD1,0.999997133
ANKRD49,0.999997131
HPS6,0.999997131
PEX19,0.999997129
SNAPC2,0.999997128
GVINP1,0.999997121
PABPC3,0.99999712
CAMLG,0.99999712
POP5,0.999997118
CLEC2B,0.999997117
BUB3,0.999997112
ST13P15,0.999997107
MRPL50,0.999997106
CDC26,0.999997097
ETV3,0.999997094
TNFAIP3,0.999997089
TFE3,0.999997081
RPL13AP6,0.999997077
GZMA,0.999997076
ALG3,0.999997067
GSDMD,0.999997066
ARL2,0.999997066
METAP2,0.999997064
FAM111A,0.999997059
IRF1,0.999997058
SAP30L,0.999997057
C1orf216,0.999997055
SRSF5,0.999997055
C1orf122,0.999997045
GRPEL1,0.99999704
PDHA1,0.999997033
ARHGAP1,0.999997033
ZNF32,0.999997022
CMTR2,0.999997021
MORF4L2,0.999997016
PSMD10,0.999997009
NFKBIE,0.999997009
EIF2B1,0.999997008
MRPS30,0.999996998
CYTH4,0.99999699
TSEN34,0.999996989
ZNRD1,0.999996988
APEH,0.999996987
WDR6,0.999996984
KRT1,0.999996975
IMPDH1,0.999996973
NUDC,0.999996971
HDLBP,0.999996962
IGKV1-17,0.999996961
RARA-AS1,0.99999696
SNX22,0.999996957
CCDC117,0.999996954
KLRB1,0.999996951
EIF3I,0.999996944
C1QB,0.99999694
CCDC71,0.999996937
MRPS23,0.999996936
GSK3A,0.999996934
SH3BP1,0.999996933
RAP2C,0.999996933
HECTD3,0.999996932
COMMD2,0.999996923
ABHD14B,0.999996922
CD22,0.99999692
NFKBIB,0.999996919
CD53,0.999996916
PHF11,0.999996911
CD44,0.999996903
ECHS1,0.9999969
PNPO,0.9999969
NIP7,0.9999969
LSM2,0.999996899
SURF1,0.999996885
PMAIP1,0.999996883
ARL8A,0.999996882
AL592114.1,0.999996875
SNRNP70,0.999996874
MRM2,0.999996874
CEBPE,0.999996869
EIF3H,0.999996868
IMP3,0.999996867
FAM213B,0.999996859
CNP,0.999996859
LINC01857,0.999996855
RPL7AP50,0.999996854
TNFSF10,0.999996847
MRPS10,0.999996847
FCER2,0.999996845
CUEDC2,0.999996843
ERF,0.999996839
ARFGAP2,0.999996838
TMEM183A,0.999996836
ARRDC4,0.999996834
TMEM208,0.999996833
CIC,0.999996829
AIP,0.999996826
EIF4E2,0.999996818
RBMX2,0.999996814
CIZ1,0.999996813
ZNF330,0.999996811
LSM7,0.999996806
SWAP70,0.999996793
PDK4,0.999996788
OCEL1,0.999996783
PPP1R3D,0.999996782
NDUFS2,0.999996782
ACAP1,0.999996781
NSRP1,0.999996773
DMAP1,0.999996773
RPSAP12,0.999996766
PRPF19,0.999996765
CTSZ,0.999996762
CCDC43,0.999996758
RNF114,0.999996756
COA6,0.999996754
VPS11,0.999996748
PLEKHO2,0.999996746
MRPL2,0.999996745
MAPK7,0.999996742
RPA2,0.999996736
C16orf72,0.999996732
ZNF385A,0.999996732
TFAM,0.999996732
NUDT16L1,0.999996728
TSR1,0.999996724
NAB2,0.999996723
DDB1,0.999996723
ARFRP1,0.99999672
STX4,0.999996717
REXO2,0.999996714
DPH2,0.999996704
RBM15,0.999996699
BHLHE41,0.999996695
MANF,0.999996694
PDCL3,0.999996693
FUOM,0.999996691
RAB3D,0.99999669
NUP62,0.99999669
HGH1,0.999996688
PCNA,0.999996686
PITPNM1,0.999996675
C19orf24,0.999996674
ELP5,0.999996674
AC005550.2,0.99999667
BAZ1B,0.999996669
ZNF91,0.999996664
ARHGAP4,0.999996663
RASSF1,0.999996663
DEF8,0.999996657
NME1,0.999996656
GPR65,0.999996653
NOC2L,0.999996652
8-Mar,0.999996648
FAM78A,0.999996642
IGSF6,0.999996641
TRBV19,0.999996638
TRIM27,0.999996626
CS,0.999996621
POLDIP2,0.99999662
TRAPPC2L,0.99999662
EXOC3,0.999996614
SEC24C,0.999996613
TXN2,0.999996607
LSM6,0.999996606
HERPUD1,0.999996604
FOSL2,0.999996599
VPS51,0.999996599
ZPR1,0.999996598
TWISTNB,0.999996596
RINL,0.999996595
MRPL27,0.999996594
TARDBP,0.999996593
TRMT2A,0.99999659
OAS2,0.999996578
RPL3P2,0.999996576
BRPF1,0.999996572
SNORA47,0.999996568
ZBTB22,0.999996566
CITED4,0.999996562
SH2D2A,0.999996558
RPUSD1,0.999996554
CYFIP2,0.999996551
BABAM1,0.999996551
CCDC97,0.999996551
TNFSF14,0.99999655
RPS2P7,0.999996539
AC026979.1,0.999996537
RASSF5,0.999996528
CTBP1,0.999996528
MX1,0.999996527
HSPH1,0.999996527
OTUB1,0.999996526
ABCF2,0.999996515
DNAJA4,0.999996513
UCK1,0.999996513
ZNF740,0.999996513
VPS4A,0.999996506
MRPL10,0.999996505
OSGEP,0.999996496
TADA2B,0.99999649
PCMTD2,0.999996482
LLPH,0.999996482
SIGMAR1,0.999996472
UQCC3,0.99999647
SIRT7,0.999996466
TRBV5-1,0.999996465
IGLV4-60,0.99999646
AKT1S1,0.999996458
CYTIP,0.999996455
TES,0.999996454
POP4,0.999996453
TWF1,0.99999645
HNRNPA3P10,0.99999645
FOXO3,0.999996447
LITAF,0.999996447
CKB,0.999996444
NUMA1,0.999996438
PSMD3,0.999996433
NDUFS6,0.999996426
LBH,0.999996426
FAM219B,0.999996424
DPF2,0.999996423
FAM173A,0.999996422
DDX49,0.999996422
CYLD,0.999996417
MBD1,0.999996411
CREBL2,0.999996407
INO80B,0.999996405
CDK4,0.999996405
TFDP1,0.999996398
GNL2,0.999996394
ARL1,0.999996393
CNOT1,0.999996392
9-Sep,0.99999639
GIT1,0.999996388
CCL2,0.999996388
EGLN2,0.999996382
DFFA,0.999996378
FEM1B,0.99999637
MPHOSPH8,0.999996368
CFD,0.999996364
SDCCAG3,0.999996358
DCAF7,0.999996358
ADPRHL2,0.999996358
CEP19,0.999996355
HNRNPUL2,0.999996349
PLEKHA4,0.999996346
EIF2S1,0.999996337
GFER,0.999996335
CUL4A,0.999996327
MRPS33,0.999996325
HARS,0.999996324
MRPL44,0.999996324
EXOC7,0.999996322
DPEP2,0.99999632
CD300A,0.999996309
HCP5,0.999996309
PRPF6,0.999996308
FDFT1,0.999996304
S1PR5,0.999996302
RABL6,0.9999963
GPKOW,0.9999963
ARFIP2,0.999996297
TAF15,0.999996288
EDC4,0.999996286
STRADB,0.999996278
SNRPF,0.999996277
IGKV1D-33,0.999996274
TRIB1,0.999996258
ARID5A,0.999996254
USP5,0.999996242
AP3D1,0.999996241
METTL5,0.999996234
DENND4B,0.999996229
TRADD,0.999996226
C20orf27,0.999996225
ZNF646,0.999996222
LETMD1,0.999996212
LRRC75A-AS1,0.999996208
SFR1,0.999996198
B4GALT3,0.999996181
GON7,0.99999618
PARP9,0.999996179
LTV1,0.999996171
TFPT,0.999996168
MAK16,0.999996168
DUT,0.999996165
ANAPC11,0.999996163
CCDC86,0.99999616
AL353662.2,0.999996158
PRMT5,0.999996154
CCR5,0.999996146
STAC3,0.999996145
TARS,0.999996145
TNS2,0.999996131
DDX56,0.999996131
ANKRD13D,0.99999613
RETN,0.99999613
PMVK,0.999996129
CPTP,0.999996127
HIST1H2BE,0.99999612
TAF6,0.999996116
PSMG3,0.999996113
LSM3,0.99999611
IRF4,0.999996104
RXRB,0.999996097
RAB34,0.999996085
PXN,0.999996074
ANXA2R,0.999996073
KIAA1143,0.999996069
NSUN5,0.999996069
TUBG1,0.999996059
ARL4D,0.999996058
MRPL4,0.999996058
MLF2,0.999996054
TBCEL,0.999996052
SLA,0.999996052
LMAN2,0.99999605
AC091153.1,0.999996047
ZNF302,0.999996043
DXO,0.99999604
COPG1,0.999996036
DVL3,0.999996025
NUDT18,0.999996021
MRPS11,0.999996016
WDR74,0.999996004
BCAS2,0.999995996
GIGYF1,0.999995995
GCC1,0.99999599
PSMC3IP,0.999995981
IGHV3-48,0.99999598
METTL23,0.99999597
HLA-DQA1,0.999995967
RAB35,0.999995966
HRAS,0.999995956
DDX54,0.999995949
SH2D3C,0.999995946
MATK,0.999995942
CENPF,0.999995933
RNASEH1,0.999995927
VPS25,0.999995922
CCDC96,0.99999591
MRPS21,0.999995909
ZNF358,0.999995904
CISD2,0.999995899
CAPG,0.999995897
MAD2L2,0.999995895
TMEM173,0.99999589
CDKN1B,0.999995888
FCMR,0.999995876
TRBV6-5,0.999995865
STAT1,0.999995863
SRP68,0.999995863
NUDT1,0.999995861
FBXW2,0.999995847
KPNA2,0.999995845
VPS72,0.999995843
PSMF1,0.999995836
RABGGTB,0.999995829
CEBPZ,0.999995829
LYAR,0.999995827
ERAL1,0.999995824
EGFL7,0.999995817
NUDT22,0.999995817
TRIB2,0.999995815
PSMD12,0.999995813
TRBV20-1,0.999995805
AKR1A1,0.999995803
TMEM179B,0.999995802
EIF2A,0.999995799
NDUFS7,0.999995795
ETFB,0.999995795
ZNF276,0.999995787
CBX5,0.999995773
GPRASP1,0.999995772
BRD7,0.999995754
KIAA0930,0.999995752
HEY1,0.999995751
ETF1,0.999995742
SRRD,0.999995742
TRMT6,0.999995732
AC107075.1,0.999995731
SOCS4,0.999995729
DYRK1B,0.999995727
PFKL,0.999995716
KAT8,0.999995714
RABGGTA,0.999995708
RPL17P50,0.999995702
RBP7,0.9999957
SPEN,0.999995694
SART3,0.999995691
BCL9L,0.999995686
CXorf38,0.999995685
RAB39B,0.999995677
PLRG1,0.999995675
AC117395.2,0.999995669
ITGAL,0.999995666
ENY2,0.999995664
CARHSP1,0.999995663
DNAJC30,0.999995662
USP16,0.999995658
PPWD1,0.999995653
RPS4XP11,0.999995646
SEC13,0.999995642
CES2,0.999995641
C12orf10,0.999995638
SPTY2D1,0.999995636
DANCR,0.999995628
C8orf33,0.99999562
SPIB,0.999995619
MYCL,0.999995612
MDH1,0.999995601
LMO2,0.999995601
CFAP36,0.999995592
USP21,0.999995592
TMCC2,0.999995587
RSAD1,0.999995581
EPN1,0.999995568
TFIP11,0.999995564
IKZF3,0.99999556
PFDN6,0.999995552
DNTTIP1,0.99999555
PES1,0.999995549
UBE2J2,0.999995549
AC245088.3,0.999995546
NOL11,0.999995541
SECTM1,0.999995539
RPS6KA1,0.999995534
COMMD8,0.999995534
FAM98C,0.999995533
CHERP,0.999995531
MTCH1,0.999995531
TMEM8A,0.99999553
CCDC159,0.999995522
MMADHC,0.999995519
ABCE1,0.999995509
CDK5R1,0.999995509
GLTP,0.999995508
ZRANB1,0.999995504
THOC6,0.999995504
CSNK1D,0.999995503
FTSJ1,0.999995496
PHAX,0.999995485
TAF9B,0.999995483
A2M,0.999995481
CCNL2,0.999995472
ISG15,0.999995468
NDUFB2,0.999995466
FBXL15,0.999995463
CNFN,0.999995459
TMEM214,0.999995456
PSME2P2,0.999995456
HSF1,0.999995445
JAGN1,0.999995438
PTGES2,0.999995436
PRKAG1,0.999995435
RPS6KA4,0.999995429
RNF126,0.999995424
ZFPL1,0.999995424
XRCC6P2,0.999995424
EXOSC2,0.999995421
STK25,0.99999542
PITPNA,0.999995418
UBL7,0.999995409
TRABD,0.999995408
AC130651.1,0.999995407
CXCL10,0.999995395
MRPL58,0.999995387
SHISA5,0.999995386
PRDX1,0.999995381
TRIM41,0.999995375
RRP1B,0.999995364
IGKV5-2,0.999995364
SNIP1,0.999995361
GBA2,0.999995357
NKAP,0.999995353
IGLL5,0.999995335
ZNF394,0.999995331
IGLV2-23,0.999995331
PHRF1,0.99999533
S100A16,0.999995322
IGHV3-72,0.99999532
EI24,0.999995316
GRPEL2,0.99999531
RUNX3,0.999995304
ZNF460,0.999995298
INTS5,0.999995298
ARHGEF2,0.999995294
TRIM10,0.999995293
DCTPP1,0.999995291
RRP36,0.99999528
GNG10,0.999995275
PRKD2,0.999995274
POLD2,0.999995268
ASCC2,0.999995267
RPL23AP43,0.999995264
ZNF189,0.999995264
TAOK2,0.999995264
DGKA,0.999995261
LEO1,0.999995256
FNBP1,0.999995255
IGFBP4,0.999995254
RBCK1,0.999995246
NAXE,0.999995243
SFT2D2,0.999995227
DNAJC14,0.999995206
DAZAP1,0.999995201
SSBP4,0.999995194
RASGRP4,0.999995193
HIST3H2BB,0.999995193
RFXANK,0.999995187
SSBP1,0.999995183
ZNF524,0.999995174
IFIT3,0.999995173
MCRIP1,0.999995169
TAF11,0.999995164
SETD1B,0.999995162
ZNF428,0.99999516
CCDC50,0.999995159
SNCG,0.999995157
PPP2R1A,0.999995155
LIX1L,0.999995154
GLUD1,0.999995151
ACTR1A,0.999995146
SH3BP2,0.999995142
MRPL38,0.99999514
KMT2B,0.999995134
ZSCAN16,0.999995129
CEP250,0.999995127
PUS3,0.999995123
LGALS2,0.999995122
CCDC174,0.999995121
PTTG1,0.999995119
AGAP2,0.999995113
SF3B3,0.999995108
DNAJB9,0.999995095
NDUFB5,0.999995093
KIAA0040,0.999995089
RNASE3,0.999995074
ZNF414,0.999995071
ARHGEF15,0.999995069
RNASEL,0.999995067
CHORDC1,0.999995061
CHD8,0.99999506
TIPRL,0.999995055
TOR4A,0.999995054
IGLV4-69,0.999995043
RTCB,0.999995035
TIGD2,0.999995033
HIST1H3E,0.999995029
AC113367.1,0.999995027
NCAPD2,0.999995022
SNRPA,0.999995022
RBM12B,0.99999502
HCCS,0.999995009
CPSF6,0.999994993
OCIAD2,0.999994991
UBE2N,0.99999499
TP53,0.99999499
HMGB3,0.99999497
MRPL43,0.999994967
GYPA,0.999994963
CDC42EP2,0.999994963
NUAK2,0.999994954
LRRC47,0.999994947
BCCIP,0.999994925
RAB4B,0.999994917
SEC11C,0.999994909
HIF1AN,0.999994899
ZNF687,0.999994898
JOSD2,0.999994897
GOLGA3,0.99999489
AATF,0.99999489
YPEL4,0.999994881
RNF141,0.99999488
CD1C,0.999994874
CHCHD4,0.999994871
RPL37P6,0.999994868
BAK1,0.999994864
JMJD6,0.999994863
SEC16A,0.999994863
HYOU1,0.999994845
TRIM44,0.999994843
SCAF1,0.999994833
NATD1,0.999994832
AKR1B1,0.999994832
PI4KB,0.999994829
ARL14EP,0.999994825
OAS1,0.999994824
TMC8,0.999994819
SAP30BP,0.999994809
OAS3,0.999994808
JADE2,0.999994808
GGA3,0.999994807
KLHDC2,0.999994799
S100A13,0.999994798
CHMP1A,0.999994798
ZSCAN26,0.999994795
PIK3AP1,0.999994781
AL109618.1,0.99999478
MTX1,0.999994777
CD34,0.999994777
COQ9,0.999994753
ZNF629,0.999994748
SLPI,0.999994745
SNX12,0.999994736
STMN1,0.999994724
HAGH,0.999994712
MT1E,0.999994705
MRPL35,0.9999947
ADPRH,0.99999469
OAT,0.999994686
NFKBIZ,0.999994682
EEF1DP1,0.999994671
GTPBP4,0.999994669
FSCN1,0.999994666
CD180,0.999994666
HDDC3,0.999994655
LENG9,0.999994644
TIMM8A,0.999994643
CBX7,0.999994639
AC244196.1,0.999994636
AL122020.1,0.999994635
MAST3,0.99999463
CHAMP1,0.999994626
HMOX2,0.999994625
CPSF7,0.999994615
PIK3CD,0.999994614
NCOA5,0.999994609
STK17A,0.999994604
YLPM1,0.999994602
TMEM199,0.999994597
POLR2D,0.999994589
LAIR1,0.999994587
UTP14A,0.999994583
ACLY,0.99999458
ZFP62,0.999994567
CSNK2A2,0.999994564
BBC3,0.999994559
IGHV3-11,0.999994558
APOA2,0.999994556
HNRNPA3P12,0.999994553
GLRX,0.999994552
TOE1,0.999994537
PPM1F,0.999994534
MOCS2,0.999994534
SCIMP,0.999994532
CTNNB1,0.999994529
PWP1,0.999994529
PAGR1,0.999994528
TMEM18,0.999994524
RPL24P8,0.999994523
DEDD2,0.999994521
MDK,0.999994518
POLE4,0.999994509
CPNE1,0.999994499
NFATC2IP,0.999994499
LILRA4,0.999994488
RNA5SP387,0.999994484
MZB1,0.99999448
TRAV13-1,0.999994476
ST6GALNAC4,0.999994473
CHML,0.999994469
TMEM134,0.999994468
PSMA5,0.99999446
SLC25A38,0.999994455
RPL7AP11,0.999994449
PTOV1,0.999994443
PDE12,0.999994442
CDC42EP1,0.99999444
MEN1,0.999994435
SELENOS,0.99999443
MTFP1,0.999994428
TCOF1,0.999994423
DMAC2,0.999994419
MYNN,0.999994417
ORMDL2,0.999994414
CD2,0.999994412
TIMM21,0.999994412
MAFK,0.999994409
PIP4K2B,0.999994395
RBM14,0.999994388
ULK3,0.999994388
THG1L,0.999994384
POLDIP3,0.999994383
TBP,0.99999437
GNGT2,0.999994365
TOMM40,0.999994362
MAP4K1,0.999994361
SCRN2,0.999994358
FAM217B,0.999994357
AP1M1,0.999994355
HAUS4,0.999994355
KLF13,0.999994342
TFRC,0.999994338
RPL10P12,0.999994334
USB1,0.999994332
AP2A1,0.999994332
PCBD1,0.999994328
TNFAIP1,0.999994328
TGM2,0.999994321
TMEM251,0.99999432
NDUFAF4,0.999994314
IFI30,0.999994306
GZF1,0.999994301
BOD1,0.999994288
AL355472.1,0.999994287
UBE2S,0.999994276
NOA1,0.999994273
NDUFV3,0.999994271
RP9,0.999994258
C7orf43,0.999994252
PSD4,0.999994249
PREX1,0.999994238
CPNE3,0.999994228
AC008026.1,0.999994221
YTHDF1,0.999994216
TTC31,0.999994215
CCDC121,0.999994212
DARS,0.999994211
CREBBP,0.999994198
SKIV2L,0.999994196
RNASEH2A,0.999994194
PLEKHF1,0.999994192
KIF21B,0.999994188
ZSWIM8,0.999994187
OSBP,0.999994181
CLEC2D,0.999994175
AC078857.1,0.999994169
AC084033.3,0.999994164
NAT6,0.999994163
C12orf65,0.999994159
HSH2D,0.999994154
APEX2,0.999994148
KNOP1,0.999994146
NFYA,0.999994137
CLC,0.999994134
ZNF12,0.99999413
FAM120AOS,0.999994126
GPATCH3,0.999994124
CCL4L2,0.999994124
ZNF671,0.999994119
AP4B1,0.999994117
SLC25A46,0.999994112
HDGFL2,0.999994109
SMARCB1,0.999994097
GLMP,0.99999409
NOSIP,0.999994078
PAIP1,0.999994077
NABP2,0.999994076
FNDC10,0.999994074
GRASP,0.999994069
IPO5,0.999994066
KDM5A,0.999994063
LRIF1,0.999994062
CTSL,0.99999406
MPV17,0.999994059
ZNF101,0.999994057
KBTBD4,0.999994053
MYLIP,0.999994043
NR1D1,0.999994041
NOL12,0.999994036
PER1,0.999994035
PHF12,0.999994031
HINT1,0.999994023
PDRG1,0.999994018
LARP1,0.999994013
COMTD1,0.999994013
C18orf21,0.999994
MRPL12,0.999993993
APOA1,0.999993992
SLC20A1,0.999993982
FBXO30,0.999993977
SNX11,0.999993976
TMEM176B,0.999993972
LYSMD2,0.999993969
INO80E,0.999993963
INCENP,0.999993944
AC012065.5,0.999993942
COMMD9,0.999993937
MED19,0.999993933
PSMC2,0.999993927
SBF1,0.999993919
ZC3H18,0.999993917
DCAF15,0.999993917
UQCC2,0.999993915
FAM58A,0.999993901
ZNF408,0.999993892
LRRC57,0.999993891
GOLPH3,0.99999389
LPIN2,0.999993873
DNASE1L3,0.999993865
TCHH,0.999993858
AC010247.1,0.999993847
MRPL15,0.99999384
AC108161.1,0.999993837
DUS3L,0.999993837
RSAD2,0.999993833
MTMR14,0.999993828
AC106872.8,0.999993828
WDR81,0.999993818
FCHSD1,0.999993815
TCF19,0.999993814
ZBTB39,0.999993797
ALDH3B1,0.999993795
CSNK1G2,0.999993794
GATC,0.999993789
FAM102A,0.999993789
MPND,0.99999377
ALDH1B1,0.999993766
RASSF7,0.999993764
EIF4EBP1,0.999993746
CFAP20,0.999993743
SDHB,0.999993738
PEX16,0.999993731
COIL,0.99999373
FAM117A,0.999993729
KRCC1,0.999993726
RPL34P6,0.999993718
ZNF416,0.999993699
HOXB2,0.99999369
RNF25,0.999993687
ELF4,0.999993687
CERK,0.999993682
ACTR8,0.999993673
POLL,0.999993672
DDX1,0.999993666
RGL4,0.999993654
GNPNAT1,0.999993647
RPIA,0.999993646
SPSB3,0.999993643
UNC119B,0.99999364
UBFD1,0.999993639
INPP5D,0.999993632
DCAF13,0.999993629
ARMT1,0.999993627
CHCHD5,0.999993609
COMMD4,0.999993607
SH2D1B,0.9999936
SIRT1,0.999993588
EPB42,0.999993587
EGLN1,0.999993586
SORBS3,0.999993575
TRBV25-1,0.999993572
ELK1,0.999993565
MRPL34,0.999993565
SPG21,0.99999355
PRPS1,0.999993543
FCN3,0.999993535
CPOX,0.999993527
TARBP2,0.999993525
ZBTB47,0.999993524
RUVBL2,0.99999352
YARS,0.999993518
SLC15A3,0.999993511
BTN2A1,0.999993508
RPS10P3,0.9999935
FAM168B,0.999993494
SGF29,0.999993492
APOC1,0.999993488
ZNF526,0.999993481
AKAP13,0.999993481
NAPSB,0.999993476
TACSTD2,0.999993475
CDPF1,0.999993467
RDH14,0.999993464
EBP,0.999993463
EML3,0.999993461
TMEM126B,0.999993452
NDUFB9,0.999993448
PIPSL,0.999993447
NDUFA8,0.999993444
CCR7,0.999993444
MAGEH1,0.99999344
ZNF260,0.999993436
TRIM11,0.999993436
CCNC,0.999993431
EIF4EBP3,0.999993428
ZNF480,0.999993427
TCF3,0.999993426
UBAC1,0.999993426
IGLV3-25,0.999993422
ACAT2,0.999993419
RTP4,0.999993417
GLOD4,0.999993413
GTPBP1,0.999993411
APBB1IP,0.999993395
RPL7P10,0.999993394
MDP1,0.999993393
RUNDC1,0.999993389
MCM3AP,0.999993389
RPL21P134,0.999993388
TRIM68,0.999993384
SLC27A3,0.999993379
ZNF561,0.999993372
TCF15,0.999993369
DRAM2,0.999993366
AGO4,0.999993362
CARMIL2,0.999993356
AKAP8L,0.999993355
IGKV1D-39,0.99999335
RPS4XP13,0.999993342
MCM5,0.999993334
PRDM2,0.999993331
ALOX5,0.999993325
SNHG15,0.999993313
FAM84B,0.999993282
WDR48,0.999993271
ADIRF,0.999993267
ETAA1,0.999993264
TAF1C,0.999993258
SAP30,0.999993255
BUD13,0.999993252
CYB561A3,0.999993249
ZNF816,0.999993244
PARP3,0.999993242
PLEKHG2,0.999993241
RIPK1,0.999993214
URM1,0.999993212
CTNND1,0.999993203
IGKV1-16,0.999993201
NR2F2,0.999993196
CD160,0.999993193
PRDM4,0.999993192
ZAP70,0.999993189
MAP1S,0.999993184
AKTIP,0.999993177
RTL10,0.999993173
NDUFS3,0.999993173
AKAP8,0.999993168
RPL7P50,0.99999316
KIAA0141,0.999993158
RPS4Y1,0.999993157
LINC00115,0.999993153
PGPEP1,0.999993148
AHCY,0.999993131
IFNAR1,0.99999313
ARHGAP25,0.999993129
CYHR1,0.999993129
FAM98A,0.999993122
METTL14,0.999993122
PDCD7,0.99999312
GRAP,0.99999312
CCNT1,0.999993112
B3GNT8,0.999993111
IL16,0.99999311
SH3BP5,0.999993109
HENMT1,0.999993109
TOMM40L,0.999993108
MRPS25,0.999993102
CSTA,0.999993097
TRAF4,0.999993093
CFL2,0.999993088
IWS1,0.999993087
FNTA,0.999993071
TSEN54,0.999993071
VPS52,0.999993069
HOMER3,0.999993066
AC002350.1,0.999993062
POLG,0.999993052
SLC6A8,0.999993047
TIMM17A,0.999993044
CCDC22,0.999993032
ELANE,0.999993028
MSL2,0.999993024
AC093768.1,0.999993014
GPR18,0.999992999
PRR14L,0.99999298
ZNF581,0.999992977
COPRS,0.999992976
LMNB2,0.99999297
GGCT,0.999992964
SIGLEC9,0.999992944
IGHV1-24,0.999992943
RPL31P2,0.999992938
DNAJB1,0.999992932
PDLIM2,0.999992929
ZNF576,0.999992918
PELI1,0.999992898
PGAM5,0.999992898
MRPL21,0.999992894
ZADH2,0.999992894
MRM3,0.99999289
TOMM70,0.999992887
KBTBD8,0.999992883
TNFRSF13B,0.99999288
TRGC2,0.999992877
RBM48,0.99999286
GNG2,0.999992841
U2SURP,0.999992841
FCRL3,0.99999284
PSMG1,0.999992838
DPYSL2,0.999992836
AL596087.1,0.99999283
CC2D1B,0.999992829
MAP3K3,0.999992828
FAM167B,0.999992828
MEX3C,0.999992824
PSMD11,0.999992823
CD3G,0.99999281
PELP1,0.999992802
LINC00339,0.999992773
THRA,0.999992771
NARF,0.999992765
GOT2,0.999992748
EIF3E,0.99999273
CDK5,0.999992728
NUP88,0.99999272
TEX261,0.999992718
AL358794.1,0.999992716
KEAP1,0.999992715
TRAV13-2,0.999992706
XPOT,0.9999927
WDR77,0.999992695
WIPI2,0.999992686
LINC00921,0.999992684
TRMT5,0.999992674
DUSP5,0.999992657
C12orf29,0.999992648
CKLF,0.999992644
MYO18A,0.999992642
FOXC1,0.999992607
GORASP2,0.999992607
TRAPPC3,0.999992602
IGLV9-49,0.999992598
PPP5C,0.999992595
SGTA,0.999992594
ZNF264,0.99999259
HOXB4,0.999992579
NRARP,0.999992566
HEBP1,0.999992566
AZI2,0.999992564
RPL36AP51,0.999992557
RPS4XP6,0.999992549
RBM10,0.999992547
ARHGAP27,0.999992533
RARA,0.999992524
MTX3,0.999992523
GIGYF2,0.999992521
DDX20,0.99999251
ITGB1BP1,0.99999251
TRIM23,0.999992505
SDAD1,0.999992504
WDR54,0.999992501
NUDT16P1,0.999992496
RAB9A,0.999992494
RAB22A,0.999992484
KMT5A,0.999992483
DNM2,0.999992481
SLC25A4,0.999992468
H3F3C,0.999992467
FCF1,0.999992462
TRIOBP,0.999992451
REEP4,0.999992441
ECHDC1,0.999992441
ZNF592,0.999992439
FAM91A1,0.999992436
ZNF623,0.999992425
PMPCA,0.99999242
AC021074.1,0.999992412
FLAD1,0.999992398
TFAP4,0.999992395
NOL6,0.999992389
MRPL32,0.999992386
ACAA2,0.999992374
ZNF776,0.999992366
NDRG1,0.999992365
UBR7,0.999992359
SLC38A5,0.999992356
CLEC14A,0.999992355
EEF1A1P22,0.999992349
COMMD5,0.999992349
PRKRA,0.999992348
GPN1,0.999992335
MIR600HG,0.999992334
C19orf48,0.999992333
ATP2A1-AS1,0.999992325
DSP,0.999992319
NUDCD2,0.999992314
ZFP91,0.999992313
IGFLR1,0.99999231
DHRS4,0.999992287
SMIM19,0.999992283
ALKBH2,0.999992271
CDC37L1,0.999992267
ERG,0.999992263
BAG4,0.999992252
FN3KRP,0.999992239
C12orf43,0.999992221
SOCS2,0.999992219
PPP4R1,0.999992195
ZNF791,0.99999219
TSPYL5,0.999992187
AIMP2,0.999992178
PLCG1,0.999992164
NDUFV2,0.999992161
ELMSAN1,0.999992159
ZWINT,0.999992154
RPS2P32,0.999992153
