ensemble,gene,exon length,transcript length,gene length
ENSG00000042286,AIFM2,9981,70782,34711
ENSG00000042304,C2orf83,3923,46311,38516
ENSG00000042317,SPATA7,24603,756342,85426
ENSG00000042429,MED17,20033,137203,30736
ENSG00000042445,RETSAT,10679,49007,12532
ENSG00000042493,CAPG,12334,187121,23684
ENSG00000042753,AP2S1,6441,90238,12856
ENSG00000042781,USH2A,45159,1857951,800502
ENSG00000042813,ZPBP,4513,654144,270908
ENSG00000042832,TG,29782,1191678,267945
ENSG00000042980,ADAM28,18431,268944,64978
ENSG00000043039,BARX2,3956,78486,76339
ENSG00000043093,DCUN1D1,11638,203637,47879
ENSG00000043143,JADE2,23205,337665,58918
ENSG00000043355,ZIC2,6090,11719,5001
ENSG00000043462,LCP2,12662,171280,51990
ENSG00000043514,TRIT1,17335,471112,42489
ENSG00000043591,ADRB1,2852,2852,2852
ENSG00000044012,GUCA2B,594,2403,2403
ENSG00000044090,CUL7,11448,34980,16328
ENSG00000044115,CTNNA1,37223,2128719,324067
ENSG00000044446,PHKA2,13367,129579,92298
ENSG00000044459,CNTLN,13190,616692,368941
ENSG00000044524,EPHA3,11399,1039276,374610
ENSG00000044574,HSPA5,3900,6477,6477
ENSG00000046604,DSG2,6891,75353,50965
ENSG00000046647,GEMIN8,5212,76783,21614
ENSG00000046651,OFD1,20604,184843,34608
ENSG00000046653,GPM6B,16158,777135,167607
ENSG00000046774,MAGEC2,1988,2945,2945
ENSG00000046889,PREX2,18272,695349,284912
ENSG00000047056,WDR37,12895,265822,82759
ENSG00000047188,YTHDC2,19728,213720,81602
ENSG00000047230,CTPS2,12664,406832,124933
ENSG00000047249,ATP6V1H,18098,1056814,128001
ENSG00000047315,POLR2B,22026,273365,53446
ENSG00000047346,FAM214A,29869,922917,128500
ENSG00000047365,ARAP2,19780,551801,296288
ENSG00000047410,TPR,20410,128648,64041
ENSG00000047457,CP,23855,295282,59645
ENSG00000047578,KIAA0556,15839,658409,230236
ENSG00000047579,DTNBP1,14841,1356119,140257
ENSG00000047597,XK,5203,46371,46371
ENSG00000047617,ANO2,16731,1597264,414363
ENSG00000047621,C12orf4,10656,201345,50780
ENSG00000047634,SCML1,16447,105078,17539
ENSG00000047644,WWC3,10897,256022,128916
ENSG00000047648,ARHGAP6,31194,2684814,528158
ENSG00000047662,FAM184B,6604,152206,152206
ENSG00000047849,MAP4,40852,1299605,238582
ENSG00000047932,GOPC,14398,381984,42273
ENSG00000047936,ROS1,15443,284030,137555
ENSG00000048028,USP28,23344,536362,77696
ENSG00000048052,HDAC9,57907,6439379,915467
ENSG00000048140,TSPAN17,18072,96984,11667
ENSG00000048162,NOP16,10237,51220,5037
ENSG00000048342,CC2D2A,31884,718939,131692
ENSG00000048392,RRM2B,14273,261290,34616
ENSG00000048405,ZNF800,16340,201363,85134
ENSG00000048462,TNFRSF17,2164,8097,2961
ENSG00000048471,SNX29,14985,1349267,597552
ENSG00000048540,LMO3,54739,1696703,62221
ENSG00000048544,MRPS10,2103,11064,11064
ENSG00000048545,GUCA1A,8377,103565,24650
ENSG00000048649,RSF1,28307,626028,161021
ENSG00000048707,VPS13D,64732,1133378,281980
ENSG00000048740,CELF2,39646,1649971,538278
ENSG00000048828,FAM120A,12628,309829,114385
ENSG00000048991,R3HDM1,30166,1255571,193815
ENSG00000049089,COL9A2,11733,71786,17329
ENSG00000049130,KITLG,9995,376706,88058
ENSG00000049167,ERCC8,10982,328040,71242
ENSG00000049192,ADAMTS6,23211,1301588,333184
ENSG00000049239,H6PD,17425,70423,36562
ENSG00000049245,VAMP3,3421,18334,10163
ENSG00000049246,PER3,29520,279564,60857
ENSG00000049247,UTS2,2564,21515,10429
ENSG00000049249,TNFRSF9,8897,66767,27271
ENSG00000049283,EPN3,21627,91743,11207
ENSG00000049323,LTBP1,31234,1784639,452537
ENSG00000049449,RCN1,14105,722718,293364
ENSG00000049540,ELN,57009,881113,42118
ENSG00000049541,RFC2,12504,215267,22959
ENSG00000049618,ARID1B,35887,1933733,433405
ENSG00000049656,CLPTM1L,14550,138823,27355
ENSG00000049759,NEDD4L,65561,5369939,357173
ENSG00000049768,FOXP3,10951,65434,14390
ENSG00000049769,PPP1R3F,9769,90497,31618
ENSG00000049860,HEXB,12119,183002,82624
ENSG00000049883,PTCD2,18288,417185,48028
ENSG00000050030,NEXMIF,22839,387748,192636
ENSG00000050130,JKAMP,20101,232274,20967
ENSG00000050165,DKK3,16541,456865,46663
ENSG00000050327,ARHGEF5,11099,66988,25344
ENSG00000050344,NFE2L3,6231,43013,34885
ENSG00000050393,MCUR1,7893,66002,28011
ENSG00000050405,LIMA1,29770,677321,107758
ENSG00000050426,LETMD1,38994,318570,12462
ENSG00000050438,SLC4A8,50650,755549,124446
ENSG00000050555,LAMC3,12249,188360,85391
ENSG00000050628,PTGER3,25073,1509732,195455
ENSG00000050730,TNIP3,8983,269704,96058
ENSG00000050748,MAPK9,29902,527353,58956
ENSG00000050767,COL23A1,5900,461472,352937
ENSG00000050820,BCAR1,42425,410416,39866
ENSG00000051009,FAM160A2,11921,69686,23376
ENSG00000051108,HERPUD1,19986,129825,12815
ENSG00000051128,HOMER3,13179,98432,12060
ENSG00000051180,RAD51,12303,297514,37565
ENSG00000051341,POLQ,19211,282940,115214
ENSG00000051382,PIK3CB,30977,935122,182239
ENSG00000051523,CYBA,7460,55874,7869
ENSG00000051596,THOC3,8437,335700,116807
ENSG00000051620,HEBP2,12016,43729,18666
ENSG00000051825,MPHOSPH9,34914,529454,91694
ENSG00000052126,PLEKHA5,36717,1798805,246648
ENSG00000052344,PRSS8,6283,18399,4329
ENSG00000052723,SIKE1,11132,42900,11206
ENSG00000052749,RRP12,27547,314750,69718
ENSG00000052795,FNIP2,14434,349551,138911
ENSG00000052802,MSMO1,6516,62181,15537
ENSG00000052841,TTC17,23887,494801,136001
ENSG00000052850,ALX4,5746,49722,49722
ENSG00000053108,FSTL4,12990,1179430,416109
ENSG00000053254,FOXN3,23674,3309811,494278
ENSG00000053328,METTL24,1889,147583,112344
ENSG00000053371,AKR7A2,4709,32601,8181
ENSG00000053372,MRTO4,3288,13833,8589
ENSG00000053438,NNAT,2501,4949,2478
ENSG00000053501,USE1,7896,35782,4483
ENSG00000053524,MCF2L2,36982,1341754,250735
ENSG00000053702,NRIP2,3900,24460,10196
ENSG00000053747,LAMA3,55568,1191628,265623
ENSG00000053770,AP5M1,18892,90545,29833
ENSG00000053900,ANAPC4,16954,165441,41285
ENSG00000053918,KCNQ1,7517,1138818,404425
ENSG00000054116,TRAPPC3,10940,121356,19483
ENSG00000054118,THRAP3,8654,223359,80941
ENSG00000054148,PHPT1,6216,12827,2303
ENSG00000054179,ENTPD2,5865,16586,5947
ENSG00000054219,LY75,11638,138762,101394
ENSG00000054267,ARID4B,41310,1163217,196585
ENSG00000054277,OPN3,8855,280580,87274
ENSG00000054282,SDCCAG8,10698,713506,244058
ENSG00000054356,PTPRN,26346,143954,20025
ENSG00000054392,HHAT,27128,2644550,348044
ENSG00000054523,KIF1B,59804,1009083,170798
ENSG00000054598,FOXC1,3925,3925,3925
ENSG00000054611,TBC1D22A,20592,2994363,413082
ENSG00000054654,SYNE2,151667,2232767,373450
ENSG00000054690,PLEKHH1,31077,140456,56311
ENSG00000054793,ATP9A,15959,350702,172120
ENSG00000054796,SPO11,6997,60887,14235
ENSG00000054803,CBLN4,3021,8032,8032
ENSG00000054938,CHRDL2,13795,228560,34956
ENSG00000054965,FAM168A,11098,620346,197702
ENSG00000054967,RELT,15846,84355,21210
ENSG00000054983,GALC,21885,561873,155845
ENSG00000055044,NOP58,7917,168030,37950
ENSG00000055070,SZRD1,15159,299634,45570
ENSG00000055118,KCNH2,18733,114020,33354
ENSG00000055130,CUL1,11395,377880,103122
ENSG00000055147,FAM114A2,21189,312017,48808
ENSG00000055163,CYFIP2,50024,1322661,129516
ENSG00000055208,TAB2,15298,480026,192972
ENSG00000055211,GINM1,2575,28814,25454
ENSG00000055332,EIF2AK2,18293,195398,57855
ENSG00000055483,USP36,36893,377374,54060
ENSG00000055609,KMT2C,84496,1241157,301083
ENSG00000055732,MCOLN3,15155,118345,30417
ENSG00000055813,CCDC85A,3976,202050,202050
ENSG00000055917,PUM2,29899,660825,103543
ENSG00000055950,MRPL43,12819,75472,18057
ENSG00000055955,ITIH4,21389,115173,18504
ENSG00000055957,ITIH1,12604,56784,14476
ENSG00000056050,HPF1,2254,38461,28488
ENSG00000056097,ZFR,15029,290977,90411
ENSG00000056277,ZNF280C,6571,119878,66188
ENSG00000056291,NPFFR2,7734,451271,116263
ENSG00000056487,PHF21B,15283,862487,128837
ENSG00000056558,TRAF1,14319,65335,26780
ENSG00000056586,RC3H2,28884,281451,60785
ENSG00000056736,IL17RB,5849,56530,19220
ENSG00000056972,TRAF3IP2,20769,309544,49824
ENSG00000056998,GYG2,12505,300490,54032
ENSG00000057019,DCBLD2,18524,448378,105748
ENSG00000057149,SERPINB3,4469,36949,6766
ENSG00000057252,SOAT1,21307,241794,64966
ENSG00000057294,PKP2,15534,346080,106095
ENSG00000057468,MSH4,3246,116356,116356
ENSG00000057593,F7,10244,65672,14893
ENSG00000057608,GDI2,10489,290121,76909
ENSG00000057657,PRDM1,19055,101578,23619
ENSG00000057663,ATG5,16219,790606,280368
ENSG00000057704,TMCC3,11275,171585,83438
ENSG00000057757,PITHD1,3636,19888,9827
ENSG00000057935,MTA3,31869,1792362,262378
ENSG00000058056,USP13,14373,466529,136646
ENSG00000058063,ATP11B,20131,427552,128135
ENSG00000058085,LAMC2,10473,114985,58662
ENSG00000058091,CDK14,25868,3869820,744166
ENSG00000058262,SEC61A1,13375,76229,20042
ENSG00000058272,PPP1R12A,39758,1246262,161897
ENSG00000058335,RASGRF1,22835,429244,130826
ENSG00000058404,CAMK2B,37265,1961219,117427
ENSG00000058453,CROCC,22749,381773,232706
ENSG00000058600,POLR3E,31032,359421,37728
ENSG00000058668,ATP2B4,28595,326809,117520
ENSG00000058673,ZC3H11A,37939,411921,59345
ENSG00000058729,RIOK2,8565,60865,22393
ENSG00000058799,YIPF1,9477,218858,38115
ENSG00000058804,NDC1,5896,92893,73400
ENSG00000058866,DGKG,22026,1037126,256569
ENSG00000059122,FLYWCH1,24273,210476,39271
ENSG00000059145,UNKL,26641,257290,51546
ENSG00000059377,TBXAS1,29056,2721804,243274
ENSG00000059378,PARP12,15292,215640,39977
ENSG00000059573,ALDH18A1,8665,129918,50777
ENSG00000059588,TARBP1,12992,161365,87790
ENSG00000059691,GATB,24220,650417,90519
ENSG00000059728,MXD1,14069,125529,45257
ENSG00000059758,CDK17,13638,672675,122299
ENSG00000059769,DNAJC25,7324,68975,22999
ENSG00000059804,SLC2A3,15810,73204,17045
ENSG00000059915,PSD,15971,71197,18922
ENSG00000060069,CTDP1,19017,352688,76822
ENSG00000060138,YBX3,19328,187605,24223
ENSG00000060140,STYK1,5444,222890,55379
ENSG00000060237,WNK1,66057,1009375,158859
ENSG00000060303,RPS17P5,407,407,407
ENSG00000060339,CCAR1,29941,607174,71365
ENSG00000060491,OGFR,8634,29711,9165
ENSG00000060558,GNA15,3496,48942,27576
ENSG00000060566,CREB3L3,7485,81642,19453
ENSG00000060642,PIGV,8021,49173,10926
ENSG00000060656,PTPRU,27116,445984,90297
ENSG00000060688,SNRNP40,7043,95556,37214
ENSG00000060709,RIMBP2,16129,554667,121780
ENSG00000060718,COL11A1,31545,1092035,232029
ENSG00000060749,QSER1,18327,250610,100138
ENSG00000060762,MPC1,6213,112824,18094
ENSG00000060971,ACAA1,22823,178404,34113
ENSG00000060982,BCAT1,26416,778366,139437
ENSG00000061273,HDAC7,47421,509336,50410
ENSG00000061337,LZTS1,12997,77670,57798
ENSG00000061455,PRDM6,10720,263792,105145
ENSG00000061492,WNT8A,5806,30622,8473
ENSG00000061656,SPAG4,5904,19064,5157
ENSG00000061676,NCKAP1,28806,287851,129743
ENSG00000061794,MRPS35,5346,187070,45522
ENSG00000061918,GUCY1B3,17066,334264,48599
ENSG00000061936,SFSWAP,25544,412810,88656
ENSG00000061938,TNK2,40843,336190,48581
ENSG00000061987,MON2,46956,851345,133662
ENSG00000062038,CDH3,15212,253032,86427
ENSG00000062096,ARSF,4133,117128,71255
ENSG00000062194,GPBP1,18145,441881,90731
ENSG00000062282,DGAT2,16803,194929,42023
ENSG00000062370,ZNF112,9187,188897,40662
ENSG00000062485,CS,31425,561047,28693
ENSG00000062524,LTK,14150,53366,10249
ENSG00000062582,MRPS24,4283,13372,3335
ENSG00000062598,ELMO2,29187,386939,66936
ENSG00000062650,WAPL,24506,305953,86559
ENSG00000062716,VMP1,19106,851773,135063
ENSG00000062725,APPBP2,13559,305282,83070
ENSG00000062822,POLD1,24089,223521,33814
ENSG00000063015,SEZ6,26729,286569,51539
ENSG00000063046,EIF4B,17769,283297,36051
ENSG00000063127,SLC6A16,8885,149295,35587
ENSG00000063169,BICRA,15247,193078,95081
ENSG00000063176,SPHK2,24273,87311,11426
ENSG00000063177,RPL18,17099,52879,4208
ENSG00000063180,CA11,2981,11299,8370
ENSG00000063241,ISOC2,9043,52892,9358
ENSG00000063244,U2AF2,9035,75780,20569
ENSG00000063245,EPN1,23114,102655,34632
ENSG00000063322,MED29,15275,51149,9334
ENSG00000063438,AHRR,17463,677760,134115
ENSG00000063515,GSC2,1030,1707,1707
ENSG00000063587,ZNF275,12821,33968,25955
ENSG00000063601,MTMR1,19752,564259,72132
ENSG00000063660,GPC1,15798,101951,32407
ENSG00000063761,ADCK1,12191,664348,134929
ENSG00000063854,HAGH,13791,150114,31574
ENSG00000063978,RNF4,23125,882730,163100
ENSG00000064012,CASP8,27060,594233,54268
ENSG00000064042,LIMCH1,68813,4188435,340437
ENSG00000064102,INTS13,8333,97592,33145
ENSG00000064115,TM7SF3,13391,358728,41239
ENSG00000064195,DLX3,3431,7587,5219
ENSG00000064199,SPA17,7132,67874,23720
ENSG00000064201,TSPAN32,18594,228489,16203
ENSG00000064205,WISP2,10190,57396,13665
ENSG00000064218,DMRT3,2677,15263,14767
ENSG00000064225,ST3GAL6,34039,1058737,88965
ENSG00000064270,ATP2C2,20993,377068,95660
ENSG00000064300,NGFR,5945,45466,19724
ENSG00000064309,CDON,26226,425388,107539
ENSG00000064313,TAF2,10871,213202,102088
ENSG00000064393,HIPK2,21914,554786,216208
ENSG00000064419,TNPO3,13949,398455,100993
ENSG00000064489,BORCS8-MEF2B,9444,343094,46591
ENSG00000064490,RFXANK,12301,83251,9640
ENSG00000064545,TMEM161A,16502,197407,19344
ENSG00000064547,LPAR2,9314,20556,5262
ENSG00000064601,CTSA,20735,62142,8676
ENSG00000064607,SUGP2,39707,371875,43135
ENSG00000064651,SLC12A2,21839,352189,105922
ENSG00000064652,SNX24,9383,1423051,185915
ENSG00000064655,EYA2,13384,1556009,294220
ENSG00000064666,CNN2,15638,112966,12487
ENSG00000064687,ABCA7,31426,108596,25471
ENSG00000064692,SNCAIP,44247,2327864,152865
ENSG00000064703,DDX20,10911,35292,12771
ENSG00000064726,BTBD1,6791,160159,50932
ENSG00000064763,FAR2,11749,786309,191877
ENSG00000064787,BCAS1,15849,523693,133817
ENSG00000064835,POU1F1,3916,67078,17183
ENSG00000064886,CHI3L2,15647,176317,42669
ENSG00000064932,SBNO2,20886,297069,66647
ENSG00000064933,PMS1,40171,1317926,93544
ENSG00000064961,HMG20B,15922,50847,6311
ENSG00000064989,CALCRL,15983,647671,105331
ENSG00000064995,TAF11,3036,20604,10311
ENSG00000064999,ANKS1A,7274,224953,202148
ENSG00000065000,AP3D1,23974,205066,63477
ENSG00000065029,ZNF76,17627,274237,37076
ENSG00000065054,SLC9A3R2,9791,67684,13670
ENSG00000065057,NTHL1,7487,49413,8051
ENSG00000065060,UHRF1BP1,14233,176557,91123
ENSG00000065135,GNAI3,27165,69710,69710
ENSG00000065150,IPO5,33849,694289,70639
ENSG00000065154,OAT,7844,80391,21673
ENSG00000065183,WDR3,12373,66430,36822
ENSG00000065243,PKN2,15191,583437,152033
ENSG00000065268,WDR18,11591,82685,14167
ENSG00000065308,TRAM2,6897,79513,79513
ENSG00000065320,NTN1,6643,243199,222458
ENSG00000065325,GLP2R,9542,193038,69896
ENSG00000065328,MCM10,14675,171216,49550
ENSG00000065357,DGKA,55927,391694,26708
ENSG00000065361,ERBB3,34300,161512,23648
ENSG00000065371,ROPN1,12848,175281,23657
ENSG00000065413,ANKRD44,23872,1818161,344156
ENSG00000065427,KARS,13127,151404,21169
ENSG00000065457,ADAT1,9189,100823,26319
ENSG00000065485,PDIA5,8464,371835,158165
ENSG00000065491,TBC1D22B,3449,75198,75198
ENSG00000065518,NDUFB4,4196,30792,6191
ENSG00000065526,SPEN,16773,178895,92596
ENSG00000065534,MYLK,75918,2082077,274282
ENSG00000065548,ZC3H15,7422,124385,23207
ENSG00000065559,MAP2K4,21044,1292053,123006
ENSG00000065600,TMEM206,6374,168411,50970
ENSG00000065609,SNAP91,44087,1924764,156811
ENSG00000065613,SLK,16021,134982,62032
ENSG00000065615,CYB5R4,10756,187527,107781
ENSG00000065618,COL17A1,14892,153428,54716
ENSG00000065621,GSTO2,13660,149413,36072
ENSG00000065665,SEC61A2,17816,378375,40324
ENSG00000065675,PRKCQ,12613,544503,153158
ENSG00000065717,TLE2,23696,422115,49997
ENSG00000065802,ASB1,12794,121667,25508
ENSG00000065809,FAM107B,36815,1970303,256340
ENSG00000065833,ME1,3357,220682,220682
ENSG00000065882,TBC1D1,30275,1268386,248088
ENSG00000065883,CDK13,22824,652581,147097
ENSG00000065911,MTHFD2,12344,105677,19003
ENSG00000065923,SLC9A7,15437,421142,159920
ENSG00000065970,FOXJ2,8811,42707,22800
ENSG00000065978,YBX1,6052,88108,19922
ENSG00000065989,PDE4A,20036,227155,52858
ENSG00000066027,PPP2R5A,6692,233958,76326
ENSG00000066032,CTNNA2,29413,6421837,1463630
ENSG00000066044,ELAVL1,12304,631960,47080
ENSG00000066056,TIE1,11884,51540,22115
ENSG00000066084,DIP2B,17427,518587,243682
ENSG00000066117,SMARCD1,15614,69583,15740
ENSG00000066135,KDM4A,7246,88022,55357
ENSG00000066136,NFYC,30645,1188895,79955
ENSG00000066185,ZMYND12,4353,74028,25938
ENSG00000066230,SLC9A3,5637,104998,51022
ENSG00000066248,NGEF,10364,279101,134586
ENSG00000066279,ASPM,25103,234633,62566
ENSG00000066294,CD84,22123,226247,38421
ENSG00000066322,ELOVL1,15104,53314,4677
ENSG00000066336,SPI1,4506,90922,23716
ENSG00000066379,ZNRD1,7315,24192,6010
ENSG00000066382,MPPED2,12963,809812,202379
ENSG00000066405,CLDN18,8979,80855,34920
ENSG00000066422,ZBTB11,8669,39193,28606
ENSG00000066427,ATXN3,89059,1775717,67969
ENSG00000066455,GOLGA5,4296,53721,45732
ENSG00000066468,FGFR2,59572,2059669,120124
ENSG00000066557,LRRC40,2869,60815,60815
ENSG00000066583,ISOC1,2513,29873,19277
ENSG00000066629,EML1,24394,1365290,204367
ENSG00000066651,TRMT11,10679,298215,52846
ENSG00000066654,THUMPD1,9502,24086,39268
ENSG00000066697,MSANTD3,9110,141438,24555
ENSG00000066735,KIF26A,12334,82921,42171
ENSG00000066739,ATG2B,15857,120047,84668
ENSG00000066777,ARFGEF1,22489,375626,170166
ENSG00000066813,ACSM2B,26685,384906,40201
ENSG00000066827,ZFAT,46826,2287807,235261
ENSG00000066855,MTFR1,15501,628961,126527
ENSG00000066923,STAG3,40404,321993,43925
ENSG00000066926,FECH,12624,238881,38489
ENSG00000066933,MYO9A,63620,2028675,296288
ENSG00000067048,DDX3Y,11674,59744,16370
ENSG00000067057,PFKP,12029,288848,71379
ENSG00000067064,IDI1,5835,35819,9262
ENSG00000067066,SP100,30528,748149,128148
ENSG00000067082,KLF6,14207,34975,9285
ENSG00000067113,PLPP1,5707,437321,110196
ENSG00000067141,NEO1,32379,1251650,253496
ENSG00000067167,TRAM1,8088,118243,34945
ENSG00000067177,PHKA1,28576,675094,135505
ENSG00000067182,TNFRSF1A,16715,130188,13357
ENSG00000067191,CACNB1,20004,141680,24247
ENSG00000067208,EVI5,18318,938957,283708
ENSG00000067221,STOML1,23256,88068,15699
ENSG00000067225,PKM,35729,467467,32793
ENSG00000067248,DHX29,14740,172362,51477
ENSG00000067334,DNTTIP2,13635,35433,13635
ENSG00000067365,METTL22,16917,158379,27971
ENSG00000067369,TP53BP1,48395,649981,107667
ENSG00000067445,TRO,35714,132065,10969
ENSG00000067533,RRP15,8256,70025,52696
ENSG00000067560,RHOA,5415,246302,53853
ENSG00000067596,DHX8,17560,162627,60598
ENSG00000067601,PMS2P4,1498,14100,7299
ENSG00000067606,PRKCZ,26392,1356318,134925
ENSG00000067646,ZFY,22108,258580,47225
ENSG00000067704,IARS2,5198,80073,53939
ENSG00000067715,SYT1,20251,4431531,588015
ENSG00000067798,NAV3,33510,1286181,888367
ENSG00000067829,IDH3G,12936,80694,8757
ENSG00000067836,ROGDI,16277,64399,5982
ENSG00000067840,PDZD4,15304,209324,28399
ENSG00000067842,ATP2B3,27163,271277,65263
ENSG00000067900,ROCK1,12347,184998,164945
ENSG00000067955,CBFB,10565,426739,71942
ENSG00000067992,PDK3,4101,147925,74616
ENSG00000068001,HYAL2,14570,29048,5116
ENSG00000068024,HDAC4,34413,1940287,353486
ENSG00000068028,RASSF1,17258,81982,11198
ENSG00000068078,FGFR3,30622,112978,15565
ENSG00000068079,IFI35,5541,36786,7731
ENSG00000068097,HEATR6,18964,184612,35737
ENSG00000068120,COASY,14936,25360,4810
ENSG00000068137,PLEKHH3,18226,52977,9080
ENSG00000068305,MEF2A,32137,1422859,151049
ENSG00000068308,OTUD5,15429,244969,36358
ENSG00000068323,TFE3,8917,39917,14760
ENSG00000068354,TBC1D25,6952,102653,23152
ENSG00000068366,ACSL4,20848,591449,109159
ENSG00000068383,INPP5A,7632,925023,245660
ENSG00000068394,GPKOW,1731,10412,10412
ENSG00000068400,GRIPAP1,23183,189987,28544
ENSG00000068438,FTSJ1,13284,72614,10343
ENSG00000068489,PRR11,10389,304124,49206
ENSG00000068615,REEP1,19059,1041348,124090
ENSG00000068650,ATP11A,50504,966673,196839
ENSG00000068654,POLR1A,24149,267324,85939
ENSG00000068697,LAPTM4A,2242,21452,19378
ENSG00000068724,TTC7A,31108,1074883,159980
ENSG00000068745,IP6K2,26726,613842,52350
ENSG00000068781,STON1-GTF2A1L,19452,719945,246592
ENSG00000068784,SRBD1,7834,444069,223485
ENSG00000068796,KIF2A,13970,705693,231087
ENSG00000068831,RASGRP2,27155,164947,18545
ENSG00000068878,PSME4,21109,294653,106773
ENSG00000068885,IFT80,29012,1200918,142894
ENSG00000068903,SIRT2,25133,270816,21307
ENSG00000068912,ERLEC1,6902,101951,31775
ENSG00000068971,PPP2R5B,5356,33295,16920
ENSG00000068976,PYGM,8712,31609,13908
ENSG00000068985,PAGE1,659,8543,8543
ENSG00000069011,PITX1,6340,26228,7078
ENSG00000069018,TRPC7,15435,924400,152217
ENSG00000069020,MAST4,49046,3825215,573234
ENSG00000069122,ADGRF5,12586,177462,102431
ENSG00000069188,SDK2,22592,500844,309705
ENSG00000069206,ADAM7,9946,214786,86040
ENSG00000069248,NUP133,7556,88510,68081
ENSG00000069275,NUCKS1,6715,38731,37457
ENSG00000069329,VPS35,16848,116372,33386
ENSG00000069345,DNAJA2,7713,44726,18426
ENSG00000069399,BCL3,7912,39998,12339
ENSG00000069424,KCNAB2,33422,1151916,109727
ENSG00000069431,ABCC9,21165,425640,145128
ENSG00000069482,GAL,1456,7559,7396
ENSG00000069493,CLEC2D,17369,349388,34586
ENSG00000069509,FUNDC1,2256,37894,19362
ENSG00000069535,MAOB,3723,239562,115836
ENSG00000069667,RORA,25157,4232693,741035
ENSG00000069696,DRD4,1729,4149,3413
ENSG00000069702,TGFBR3,31136,1370934,225992
ENSG00000069712,KIAA1107,4547,17671,17738
ENSG00000069764,PLA2G10,1578,43719,22124
ENSG00000069812,HES2,8019,29984,12252
ENSG00000069849,ATP1B3,9283,311189,50390
ENSG00000069869,NEDD4,42356,980759,166824
ENSG00000069943,PIGB,12649,187202,36688
ENSG00000069956,MAPK6,9357,325716,115266
ENSG00000069966,GNB5,22903,373010,76264
ENSG00000069974,RAB27A,14206,653289,116147
ENSG00000069998,HDHD5,11496,102852,27776
ENSG00000070010,UFD1,14734,197297,29305
ENSG00000070018,LRP6,24586,541828,150987
ENSG00000070019,GUCY2C,5353,106236,83953
ENSG00000070031,SCT,362,712,712
ENSG00000070047,PHRF1,27024,182807,35736
ENSG00000070061,ELP1,12920,167700,66599
ENSG00000070081,NUCB2,21709,636270,141821
